	municipality	res_com_non_electricity	res_com_non_electricity-adjusted (metric tonnes CO2/year)	edgar_emission_2015(tons_CO2)	absolute_percent_error_edgar (percent error)	region	state	city	NAME	LABEL	FIPSCODE
107	múzquiz, coahuila	217560000.0	12712.0308	12073.52059736918	5.022881179856969	mexico	Coahuila	Múzquiz			
108	nadadores, coahuila			4845.649898836898		mexico	Coahuila	Nadadores			
109	nava, coahuila			57045.928686422776		mexico	Coahuila	Nava			
110	ocampo, coahuila			4301.460592866604		mexico	Coahuila	Ocampo			
111	piedrasnegras, coahuila	534900000.0	31254.207	58187.6536043008	86.17542785296327	mexico	Coahuila	PiedrasNegras			
112	progreso, coahuila			3588.501177596304		mexico	Coahuila	Progreso			
113	ramosarizpe, coahuila	293700000.0	17160.891	14949.012753841083	12.889064129356198	mexico	Coahuila	RamosArizpe			
114	sabinas, coahuila	219100000.0	12802.013	16235.13713941466	26.817064936699094	mexico	Coahuila	Sabinas			
115	sacramento, coahuila			1450.04477896936		mexico	Coahuila	Sacramento			
116	saltillo, coahuila	2488000000.0	145373.84	170156.75364371302	17.047712053085355	mexico	Coahuila	Saltillo			
117	sanbuenaventura, coahuila			6366.283921080346		mexico	Coahuila	SanBuenaventura			
118	sanjuandesabinas, coahuila	138020000.0	8064.5086	5295.942628911198	34.33025009222263	mexico	Coahuila	SanJuandeSabinas			
119	sierramojada, coahuila			5652.8779575666185		mexico	Coahuila	SierraMojada			
120	torreón, coahuila	2480000000.0	144906.4	78240.27368997048	46.00633671806733	mexico	Coahuila	Torreón			
121	villaunión, coahuila			2943.521510095477		mexico	Coahuila	VillaUnión			
122	zaragoza, coahuila			5553.059144987661		mexico	Coahuila	Zaragoza			
123	armería, colima			12985.8271051063		mexico	Colima	Armería			
124	colima, colima	645300000.0	37704.879	24536.49920799171	34.92486951624561	mexico	Colima	Colima			
125	comala, colima			4823.672594103505		mexico	Colima	Comala			
126	coquimatlán, colima			39937.650062220135		mexico	Colima	Coquimatlán			
127	cuauhtémoc, colima			8498.828790174815		mexico	Colima	Cuauhtémoc			
128	manzanillo, colima	617900000.0	36103.897	40749.24371406558	12.866607485794637	mexico	Colima	Manzanillo			
129	tecomán, colima	364800000.0	21315.264	29699.69613369526	39.33534266193119	mexico	Colima	Tecomán			
130	villadeálvarez, colima	425200000.0	24844.436	7569.8912025760355	69.53083900726892	mexico	Colima	VilladeÁlvarez			
131	álvaroobregón, distritofederal	3234000000.0	188962.62	210615.67727175	11.45891037695708	mexico	DistritoFederal	ÁlvaroObregón			
132	azcapotzalco, distritofederal	3032000000.0	177159.76	54662.81859977206	69.14490141566456	mexico	DistritoFederal	Azcapotzalco			
133	benitojuárez, distritofederal	2905200000.0	169750.836	65312.33010488097	61.52459001446039	mexico	DistritoFederal	BenitoJuárez			
134	coyoacán, distritofederal	2387000000.0	139472.41	141268.00153379713	1.2874170122944917	mexico	DistritoFederal	Coyoacán			
135	cuajimalpademorelos, distritofederal	916200000.0	53533.566	116954.90127902116	118.47022348375069	mexico	DistritoFederal	CuajimalpadeMorelos			
136	cuauhtémoc, distritofederal	39530000000.0	2309737.9	72535.0218934081	96.85959944228269	mexico	DistritoFederal	Cuauhtémoc			
137	cuauhtémoc, distritofederal	4354000000.0	254404.22	72535.0218934081	71.48827881337499	mexico	DistritoFederal	Cuauhtémoc			
138	gustavoa.madero, distritofederal	4061000000.0	237284.23	155517.26255977136	34.45950345719505	mexico	DistritoFederal	GustavoA.Madero			
139	iztacalco, distritofederal	1338500000.0	78208.55500000001	47412.00495929709	39.37746969075559	mexico	DistritoFederal	Iztacalco			
140	iztapalapa, distritofederal	5830000000.0	340646.9	227046.42527518945	33.3484539929207	mexico	DistritoFederal	Iztapalapa			
141	lamagdalenacontreras, distritofederal	762300000.0	44541.189	92094.07805113569	106.76160677061335	mexico	DistritoFederal	LaMagdalenaContreras			
142	miguelhidalgo, distritofederal	3535900000.0	206602.637	111984.40887956908	45.79720254027103	mexico	DistritoFederal	MiguelHidalgo			
143	milpaalta, distritofederal	384600000.0	22472.178	124676.00003598366	454.8015863704162	mexico	DistritoFederal	MilpaAlta			
144	tláhuac, distritofederal	1101500000.0	64360.645	130218.26267956464	102.32591310973444	mexico	DistritoFederal	Tláhuac			
145	tlalpan, distritofederal	2469000000.0	144263.67	332798.19124675286	130.68745668729545	mexico	DistritoFederal	Tlalpan			
146	venustianocarranza, distritofederal	1727300000.0	100926.139	68289.52822004823	32.337124062530286	mexico	DistritoFederal	VenustianoCarranza			
147	xochimilco, distritofederal	1276000000.0	74556.68000000001	186138.0212007473	149.65975040834337	mexico	DistritoFederal	Xochimilco			
148	durango, durango	1835900000.0	107271.637	143479.63212830623	33.75355885387134	mexico	Durango	Durango			
149	gómezpalacio, durango	1107000000.0	64682.01	47201.571941590046	27.02519303034948	mexico	Durango	GómezPalacio			
150	lerdo, durango	399400000.0	23336.942	154822.20867692534	563.4211486531754	mexico	Durango	Lerdo			
151	nuevoideal, durango			12353.98847229188		mexico	Durango	NuevoIdeal			
152	abasolo, guanajuato	222070000.0	12975.5501	40526.38896530409	212.32886970475408	mexico	Guanajuato	Abasolo			
153	acámbaro, guanajuato	339300000.0	19825.299	39645.8978262545	99.97629204106582	mexico	Guanajuato	Acámbaro			
154	apaseoelalto, guanajuato	178120000.0	10407.5516	45065.500108887936	333.00770287689886	mexico	Guanajuato	ApaseoelAlto			
155	apaseoelgrande, guanajuato	235630000.0	13767.8609	63900.80517660621	364.1302351958409	mexico	Guanajuato	ApaseoelGrande			
156	atarjea, guanajuato			1599.4807288736697		mexico	Guanajuato	Atarjea			
157	celaya, guanajuato	1631000000.0	95299.33	70364.81307631341	26.16441996358903	mexico	Guanajuato	Celaya			
158	comonfort, guanajuato	200430000.0	11711.1249	23920.947806774573	104.2583271123218	mexico	Guanajuato	Comonfort			
159	coroneo, guanajuato			3772.282035833077		mexico	Guanajuato	Coroneo			
160	cortazar, guanajuato	264500000.0	15454.735	60158.79585069937	289.25802254583704	mexico	Guanajuato	Cortazar			
161	cuerámaro, guanajuato			12417.907297991074		mexico	Guanajuato	Cuerámaro			
162	doctormora, guanajuato			7659.999298418519		mexico	Guanajuato	DoctorMora			
163	doloreshidalgocunadelaindep, guanajuato	377400000.0	22051.482	62455.9098889997	183.22772088061797	mexico	Guanajuato	DoloresHidalgoCunadelaIndep			
164	guanajuato, guanajuato	507200000.0	29635.696	34764.77606009872	17.307101746821523	mexico	Guanajuato	Guanajuato			
165	huanímaro, guanajuato			7436.105651553327		mexico	Guanajuato	Huanímaro			
166	irapuato, guanajuato	1703500000.0	99535.505	119280.69953659274	19.837337979641276	mexico	Guanajuato	Irapuato			
167	jaraldelprogreso, guanajuato	106690000.0	6233.8967	12389.281955155737	98.74057193080752	mexico	Guanajuato	JaraldelProgreso			
168	jerécuaro, guanajuato	138010000.0	8063.924300000001	28621.01668269056	254.92665379671985	mexico	Guanajuato	Jerécuaro			
169	león, guanajuato	4767000000.0	278535.81	258839.27132218765	7.071456513190297	mexico	Guanajuato	León			
170	manueldoblado, guanajuato	104520000.0	6107.1036	23060.53848549851	277.6018878326954	mexico	Guanajuato	ManuelDoblado			
171	moroleón, guanajuato	177700000.0	10383.011	16004.3412827132	54.13969303040515	mexico	Guanajuato	Moroleón			
172	ocampo, guanajuato			12045.698076451734		mexico	Guanajuato	Ocampo			
173	pénjamo, guanajuato	416300000.0	24324.409	62264.36479121142	155.9748308425969	mexico	Guanajuato	Pénjamo			
174	pueblonuevo, guanajuato			15990.999913024987		mexico	Guanajuato	PuebloNuevo			
175	purísimadelrincón, guanajuato	179670000.0	10498.1181	39139.64670079446	272.8253609644043	mexico	Guanajuato	PurísimadelRincón			
176	romita, guanajuato	144160000.0	8423.2688	38159.049496245934	353.01949162830863	mexico	Guanajuato	Romita			
177	salamanca, guanajuato	804000000.0	46977.72	55051.62863781515	17.18667623251011	mexico	Guanajuato	Salamanca			
178	salvatierra, guanajuato	308000000.0	17996.44	30893.63279386705	71.66524486991348	mexico	Guanajuato	Salvatierra			
179	sandiegodelaunión, guanajuato	90950000.0	5314.2085	18200.043232011933	242.4789078563992	mexico	Guanajuato	SanDiegodelaUnión			
180	sanfelipe, guanajuato	263740000.0	15410.3282	50421.98090181762	227.19602235218852	mexico	Guanajuato	SanFelipe			
181	sanfranciscodelrincón, guanajuato	338800000.0	19796.084	49690.4636312208	151.01158204431138	mexico	Guanajuato	SanFranciscodelRincón			
182	sanjoséiturbide, guanajuato	205290000.0	11995.0947	28044.58855283152	133.8004763966684	mexico	Guanajuato	SanJoséIturbide			
183	sanluisdelapaz, guanajuato	292000000.0	17061.56	34384.31696736236	101.53090905733332	mexico	Guanajuato	SanLuisdelaPaz			
184	sanmigueldeallende, guanajuato	451600000.0	26386.988	69020.26808493213	161.5693313876223	mexico	Guanajuato	SanMigueldeAllende			
185	santacatarina, guanajuato			3155.079865299489		mexico	Guanajuato	SantaCatarina			
186	santacruzdejuventinorosas, guanajuato	208910000.0	12206.6113	23046.48900536772	88.80333320163736	mexico	Guanajuato	SantaCruzdeJuventinoRosas			
187	santiagomaravatío, guanajuato			5191.45918707569		mexico	Guanajuato	SantiagoMaravatío			
188	silaodelavictoria, guanajuato	373500000.0	21823.605	42354.12467465333	94.07483170013997	mexico	Guanajuato	SilaodelaVictoria			
189	tarandacuao, guanajuato			4834.956110708704		mexico	Guanajuato	Tarandacuao			
190	tarimoro, guanajuato	108370000.0	6332.0591	15139.317827063587	139.08996406972238	mexico	Guanajuato	Tarimoro			
191	tierrablanca, guanajuato			5337.801232336982		mexico	Guanajuato	TierraBlanca			
192	uriangato, guanajuato	203200000.0	11872.976	9593.484146244771	19.198993190546577	mexico	Guanajuato	Uriangato			
193	valledesantiago, guanajuato	384600000.0	22472.178	76576.86891224282	240.7630044237048	mexico	Guanajuato	ValledeSantiago			
194	victoria, guanajuato			6094.062061117891		mexico	Guanajuato	Victoria			
195	villagrán, guanajuato	163020000.0	9525.2586	20843.16199940709	118.8199068884816	mexico	Guanajuato	Villagrán			
196	xichú, guanajuato			6068.723963564735		mexico	Guanajuato	Xichú			
197	yuriria, guanajuato	215110000.0	12568.8773	35760.520477843005	184.5164259646564	mexico	Guanajuato	Yuriria			
198	acapulcodejuárez, guerrero	2719000000.0	158871.17	146653.67175923666	7.690192147992206	mexico	Guerrero	AcapulcodeJuárez			
199	buenavistadecuéllar, guerrero			5797.454230381472		mexico	Guerrero	BuenavistadeCuéllar			
200	coyucadebenítez, guerrero	203590000.0	11895.7637	34405.2919847532	189.22306169172808	mexico	Guerrero	CoyucadeBenítez			
201	huitzucodelosfigueroa, guerrero	116420000.0	6802.4206	10866.999349741864	59.751946972256654	mexico	Guerrero	HuitzucodelosFigueroa			
202	igualadelaindependencia, guerrero	473100000.0	27643.233	33079.31308663415	19.66513861325176	mexico	Guerrero	IgualadelaIndependencia			
203	launióndeisidoromontesdeoc, guerrero			9746.9901272386		mexico	Guerrero	LaUnióndeIsidoroMontesdeOc			
204	pilcaya, guerrero			5890.716822660804		mexico	Guerrero	Pilcaya			
205	sanmarcos, guerrero	133120000.0	7778.2016	29299.28735433134	276.6845970453033	mexico	Guerrero	SanMarcos			
206	taxcodealarcón, guerrero	346500000.0	20245.995	31518.280885603403	55.67662090997951	mexico	Guerrero	TaxcodeAlarcón			
207	tepecoacuilcodetrujano, guerrero			13958.34436877584		mexico	Guerrero	TepecoacuilcodeTrujano			
208	tetipac, guerrero			8088.047978492006		mexico	Guerrero	Tetipac			
209	zihuatanejodeazueta, guerrero	489000000.0	28572.27	30419.6180578189	6.4655277925726615	mexico	Guerrero	ZihuatanejodeAzueta			
210	acatlán, hidalgo			13347.9002065214		mexico	Hidalgo	Acatlán			
211	acaxochitlán, hidalgo	88340000.0	5161.7062000000005	27646.57272971195	435.609189258233	mexico	Hidalgo	Acaxochitlán			
212	actopan, hidalgo			7361.041464388159		mexico	Hidalgo	Actopan			
213	aguablancadeiturbide, hidalgo			3596.42814468657		mexico	Hidalgo	AguaBlancadeIturbide			
214	ajacuba, hidalgo			15551.580525176869		mexico	Hidalgo	Ajacuba			
215	alfajayucan, hidalgo			18641.033807188443		mexico	Hidalgo	Alfajayucan			
216	almoloya, hidalgo			4543.838935269499		mexico	Hidalgo	Almoloya			
217	apan, hidalgo	131860000.0	7704.5798	11269.790749906251	46.27391814289796	mexico	Hidalgo	Apan			
218	atitalaquia, hidalgo			4531.625775314166		mexico	Hidalgo	Atitalaquia			
219	atlapexco, hidalgo			7744.775504243557		mexico	Hidalgo	Atlapexco			
220	atotonilcodetula, hidalgo			8239.547992312595		mexico	Hidalgo	AtotonilcodeTula			
221	atotonilcoelgrande, hidalgo			7111.006139498169		mexico	Hidalgo	AtotonilcoelGrande			
222	calnali, hidalgo			12690.131218503508		mexico	Hidalgo	Calnali			
223	cardonal, hidalgo			5457.838311819036		mexico	Hidalgo	Cardonal			
224	chapantongo, hidalgo			5860.4766729786925		mexico	Hidalgo	Chapantongo			
225	chapulhuacán, hidalgo			18477.057549365996		mexico	Hidalgo	Chapulhuacán			
226	chilcuautla, hidalgo			10647.197850951648		mexico	Hidalgo	Chilcuautla			
227	cuautepecdehinojosa, hidalgo	153650000.0	8977.7695	24227.058686971606	169.8561005266576	mexico	Hidalgo	CuautepecdeHinojosa			
228	elarenal, hidalgo			1771.8686951149182		mexico	Hidalgo	ElArenal			
229	eloxochitlán, hidalgo			4614.480307798687		mexico	Hidalgo	Eloxochitlán			
230	emilianozapata, hidalgo			9726.667508628618		mexico	Hidalgo	EmilianoZapata			
231	epazoyucan, hidalgo			5200.706460318796		mexico	Hidalgo	Epazoyucan			
232	franciscoi.madero, hidalgo	97640000.0	5705.1052	8621.326440841474	51.11599415978296	mexico	Hidalgo	FranciscoI.Madero			
233	huascadeocampo, hidalgo			9670.936897576388		mexico	Hidalgo	HuascadeOcampo			
234	huautla, hidalgo			10467.564361873186		mexico	Hidalgo	Huautla			
235	huazalingo, hidalgo			9060.6342016774		mexico	Hidalgo	Huazalingo			
236	huehuetla, hidalgo			9721.35874577054		mexico	Hidalgo	Huehuetla			
237	huejutladereyes, hidalgo	323700000.0	18913.791	32322.75201884721	70.89515274249997	mexico	Hidalgo	HuejutladeReyes			
238	huichapan, hidalgo	130070000.0	7599.9901	17928.107775914657	135.8964622324266	mexico	Hidalgo	Huichapan			
239	ixmiquilpan, hidalgo	265200000.0	15495.636	16742.530499036562	8.046746187355987	mexico	Hidalgo	Ixmiquilpan			
240	jacaladeledezma, hidalgo			9554.469565639907		mexico	Hidalgo	JacaladeLedezma			
241	jaltocán, hidalgo			4225.109635707227		mexico	Hidalgo	Jaltocán			
242	juárezhidalgo, hidalgo			2702.3102201680395		mexico	Hidalgo	JuárezHidalgo			
243	lamisión, hidalgo			8447.128311017375		mexico	Hidalgo	LaMisión			
244	lolotla, hidalgo			6980.330620364496		mexico	Hidalgo	Lolotla			
245	metepec, hidalgo			6925.226173818366		mexico	Hidalgo	Metepec			
246	metztitlán, hidalgo			21430.42564111138		mexico	Hidalgo	Metztitlán			
247	mineraldelareforma, hidalgo	438300000.0	25609.869	14714.727881961337	42.542744431994805	mexico	Hidalgo	MineraldelaReforma			
248	mineraldelchico, hidalgo			7816.336222040245		mexico	Hidalgo	MineraldelChico			
249	mineraldelmonte, hidalgo			2608.7714231630307		mexico	Hidalgo	MineraldelMonte			
250	mixquiahualadejuárez, hidalgo	131170000.0	7664.2631	12621.851573466154	64.68447662588925	mexico	Hidalgo	MixquiahualadeJuárez			
