	municipality	state_x	city_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	state_y	city_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
300	atemajacdebrizuela, jalisco	Jalisco	AtemajacdeBrizuela	635714.0	1253.0	634461.0	473564.1492026822	251.0	382519.96977581416	4306	4557	856084.1189784963	Jalisco	AtemajacdeBrizuela	15.620610911665219	6998.033688426018	357843456.92761713	1.9556131467401812e-05																																																			None				14175.52990999776	17987.70667152298	8394.748812700673			
301	atotonilcoelalto, jalisco	Jalisco	AtotonilcoelAlto	6548855.0	44092.0	6504763.0	2469857.639609429	2710.0	2366810.1619831063	22701	25411	4836667.801592535	Jalisco	AtotonilcoelAlto	98.52349551288312	62857.99013721943	513760862.32137835	0.0001223487321576068	352.0	Atotonilco el Alto	2016.0	8582115.0		63103.0	URB				110000000.0	45000000.0									20000000.0	5500000.0					750000.0				990000.0					120000000.0	25000000.0														POINT (-102.5367 20.54993)	155000000.0	172240000.0	10063.9832	145957.46384920858	102106.38304325701	86436.01009150132	1350.295185798885	914.5722723708143	758.8648090300997
302	atoyac, jalisco	Jalisco	Atoyac	938119.0	19751.0	918368.0	591054.0047298698	371.0	493644.1116053687	5308	5679	1084698.1163352383	Jalisco	Atoyac	16.018681066364127	9066.573483562097	454122384.37558085	1.996504421606227e-05																																																			None				20876.938342171565	22812.20732768423	12363.322886234			
303	ayotlán, jalisco	Jalisco	Ayotlán	4597515.0	26557.0	4570958.0	1415109.9121478703	1337.0	1661640.048700688	16786	18123	3076749.960848558	Jalisco	Ayotlán	78.21685170739069	42628.184180527925	433050807.1928485	9.843691195694853e-05	201.0	Ayotlán	2016.0	8582118.0		41291.0	URB				70000000.0	21000000.0									13000000.0	2600000.0					360000.0				630000.0					80000000.0	12000000.0														POINT (-102.35079 20.49393)	91000000.0	108590000.0	6344.9137	102477.28242449701	65317.277435282296	60687.046651787125	1515.1091609724654	929.4431181196728	856.467645127894
304	cañadasdeobregón, jalisco	Jalisco	CañadasdeObregón	1015124.0	30038.0	985086.0	228484.30776800058	300.0	295153.5810130822	2981	3281	523637.88878108276	Jalisco	CañadasdeObregón	12.294013628961414	4167.670620217919	272979406.8333832	1.5267344407271407e-05																																																			None				22570.37740442016	11145.320233595885	13366.177498897618			
305	chapala, jalisco	Jalisco	Chapala	6046933.0	31083.0	6015850.0	758806.8041623045	1277.0	2414123.5712107113	24070	25347	3172930.3753730156	Jalisco	Chapala	236.4519856983175	56748.4765675962	633105926.7917073	8.963504236198143e-05	203.0	Chapala	2016.0	8582130.0		53285.0	URB				96000000.0	64000000.0									18000000.0	7800000.0					1100000.0				870000.0					110000000.0	36000000.0														POINT (-103.1642 20.33026)	160000000.0	173770000.0	10153.3811	134793.37211197216	68994.7860188226	79824.63496470991	1227.5712866916042	579.52522750104	686.187715978768
306	chiquilistlán, jalisco	Jalisco	Chiquilistlán	452319.0	2979.0	449340.0	232228.0994092437	168.0	310644.2911169362	3247	3415	542872.3905261799	Jalisco	Chiquilistlán	17.77450247397215	6523.242407947779	298935808.4831733	2.1821549051106612e-05																																																			None				10081.204858901161	11565.569903077221	5970.089517441267			
307	cocula, jalisco	Jalisco	Cocula	3528826.0	24212.0	3504614.0	881419.296915596	708.0	1013266.3791372824	10149	10857	1894685.6760528784	Jalisco	Cocula	64.47527728134422	27208.56701272726	333342130.49345446	8.162354687194732e-05																																																			None				78647.57484011784	40199.557486862526	46575.09382031778			
308	concepcióndebuenosaires, jalisco	Jalisco	ConcepcióndeBuenosAires	779715.0	1429.0	778286.0	161122.15478189316	297.0	498832.42846089357	5122	5419	659954.5832427867	Jalisco	ConcepcióndeBuenosAires	20.750040936441053	6826.763468089106	267216702.0902888	2.554766754730188e-05																																																			None				17386.8018527034	14342.899905995288	10296.464057170953			
309	cuquío, jalisco	Jalisco	Cuquío	2516226.0	9835.0	2506391.0	405771.2213758488	580.0	1164186.4827491692	12684	13264	1569957.704125018	Jalisco	Cuquío	23.873511896426997	19194.303564727306	646046774.821513	2.9710392982041004e-05																																																			None				56096.92442224944	34067.65808740605	33220.598642856115			
310	degollado, jalisco	Jalisco	Degollado	4335036.0	26718.0	4308318.0	1180711.6981211796	1357.0	1586365.9025411347	14894	16251	2767077.6006623143	Jalisco	Degollado	43.19304429221962	22935.506519168615	429272551.19073355	5.342877492527575e-05																																																			None				96622.78528825345	58957.8810049827	57220.013447703685			
311	elarenal, jalisco	Jalisco	ElArenal	2116782.0	52467.0	2064315.0	553527.7702486634	756.0	937188.1707558406	9016	9772	1490715.941004504	Jalisco	ElArenal	144.15332654096943	19893.15906265378	112658007.21848504	0.000176580072325207																																																			None				47088.50575369248	31955.322050374234	27885.813107336686			
312	elsalto, jalisco	Jalisco	ElSalto	11604832.0	1285554.0	10319278.0	3151672.1749358373	2889.0	3647824.8546588323	38836	41725	6799497.02959467	Jalisco	ElSalto	1601.1648727053405	160116.48727053404	82081473.35780276	0.0019507019150663573	491.0	El Salto	2016.0	8582170.0		159761.0	URB				250000000.0	140000000.0									45000000.0	17000000.0					2300000.0				2200000.0					280000000.0	76000000.0														POINT (-103.22784 20.52877)	390000000.0	422500000.0	24686.675	255823.27874687087	144291.8094241877	151498.5456738969	936.2808225363314	484.49268451173634	513.6855031060153
313	encarnacióndedíaz, jalisco	Jalisco	EncarnacióndeDíaz	8202988.0	79155.0	8123833.0	2774045.5044451146	3119.0	2503315.0847821585	23404	26523	5277360.589227273	Jalisco	EncarnacióndeDíaz	34.80388223963534	54955.330056384206	1259767363.7769256	4.3623395586008746e-05	24.0	Encarnación de Díaz	2016.0	8582135.0		55634.0	URB				95000000.0	33000000.0									17000000.0	4000000.0					550000.0				860000.0					110000000.0	18000000.0														POINT (-102.17733 21.58032)	128000000.0	150410000.0	8788.4563	182768.0531000047	111225.00480713506	108235.24104582278	1979.6377300073132	1165.580677770851	1131.5614637103306
314	gómezfarías, jalisco	Jalisco	GómezFarías	1488294.0		1488294.0	72781.75525874669	29.0	5599.613329540804	71	100	78381.3685882875	Jalisco	GómezFarías	34.674878718602386	15256.94663618505	355454212.49652565	4.292239647134349e-05																																																			None					1578.2198047510067				
315	guadalajara, jalisco	Jalisco	Guadalajara	62011393.0	2953266.0	59058127.0	45629852.14516927	26505.0	8846895.543697214	79789	106294	54476747.68886649	Jalisco	Guadalajara	7492.388994446507	1416061.5199503899	152205638.21241212	0.009303607517969806	462.0	Guadalajara	2016.0	8582140.0		1513499.0	URB				2900000000.0	3200000000.0									520000000.0	390000000.0					53000000.0				26000000.0					3300000000.0	1800000000.0														POINT (-103.29785 20.71076)	6100000000.0	6089000000.0	355780.27	1376156.9326979222	1108466.2697273449	814960.1355437095	286.79967629962226	211.5592300065838	129.0627683046363
316	ixtlahuacándelosmembrillos, jalisco	Jalisco	IxtlahuacándelosMembrillos	5102802.0	231038.0	4871764.0	1977161.192042824	1560.0	1453312.1569928206	14334	15894	3430473.3490356444	Jalisco	IxtlahuacándelosMembrillos	282.51900523757934	70629.75130939484	202945312.83235773	0.0003480235651844706	241.0	Ixtlahuacán de los Membrillos	2016.0	8582145.0		55043.0	URB				80000000.0	15000000.0									15000000.0	1800000.0					250000.0				730000.0					91000000.0	8200000.0														POINT (-103.20482 20.40211)	95000000.0	116980000.0	6835.1414	113269.36357444248	71894.12772976892	67078.11710878483	1557.1619655804411	951.8308769701372	881.3713160167371
317	ixtlahuacándelrío, jalisco	Jalisco	IxtlahuacándelRío	3162905.0	35318.0	3127587.0	517713.2281559347	809.0	1288681.627416099	13493	14302	1806394.855572034	Jalisco	IxtlahuacándelRío	18.772658975207367	19579.883311141282	836407159.0002402	2.3409511863271436e-05																																																			None				70460.43517749781	39079.59356732901	41726.6697121142			
318	jalostotitlán, jalisco	Jalisco	Jalostotitlán	4483051.0	44448.0	4438603.0	1557935.3872120336	1683.0	1373532.9383068488	12540	14223	2931468.3255188824	Jalisco	Jalostotitlán	53.7501501162968	35260.0984762907	523433833.1066937	6.73630480991539e-05																																																			None				99882.59608790606	61743.55440421718	59150.473403257965			
319	jamay, jalisco	Jalisco	Jamay	2208209.0	22126.0	2186083.0	697383.652242359	927.0	866732.1744933105	8053	8980	1564115.8267356695	Jalisco	Jamay	120.0876051482851	24137.608634805307	164135995.30878875	0.00014705859363386604																																																			None				49198.46234968116	33256.490519881474	29135.32940348118			
320	jesúsmaría, jalisco	Jalisco	JesúsMaría	3815099.0	24945.0	3790154.0	1247339.1402370606	1562.0	1592009.1329477518	14669	16231	2839348.2731848126	Jalisco	JesúsMaría	23.068059653474624	19146.489512383938	668213654.109448	2.865324495336921e-05																																																			None				85030.66691269957	60414.18221958872	50355.16094570068			
321	jocotepec, jalisco	Jalisco	Jocotepec	4615613.0	36818.0	4578795.0	7991359.800655181	2859.0	2083405.0400495506	21852	24711	10074764.840704732	Jalisco	Jocotepec	106.21087891332054	43227.82771772146	325921786.83769214	0.00013263251940640828	532.0	Jocotepec	2016.0	8582150.0		45767.0	URB				71000000.0	27000000.0									13000000.0	3300000.0					460000.0				640000.0					81000000.0	15000000.0														POINT (-103.41594 20.29063)	98000000.0	113400000.0	6625.962	102856.96768267332	206040.75075860744	60911.89626167913	1452.3325923492064	3009.5975310242866	819.2913611892
322	juanacatlán, jalisco	Jalisco	Juanacatlán	1499755.0	36616.0	1463139.0	316494.93016199063	426.0	711925.9671397771	7383	7809	1028420.8973017678	Jalisco	Juanacatlán	89.65391663545688	15151.511911392212	138681152.52010992	0.00010925429761766017																																																			None				33363.8400400974	22198.103113540357	19758.066071745678			
323	juchitlán, jalisco	Jalisco	Juchitlán	868264.0	6763.0	861501.0			613.9714269657417	8	8	613.9714269657417	Jalisco	Juchitlán	18.85942286455276	5695.5457050949335	247299555.68822128	2.3030958099558805e-05																																																			None				19349.27361319176		11458.639833732159			
324	labarca, jalisco	Jalisco	LaBarca	8142538.0	156064.0	7986474.0	3042270.8892278266	2901.0	2629430.5147570367	23488	26389	5671701.403984863	Jalisco	LaBarca	130.67913824920507	67430.43533658981	420175260.8681031	0.00016048168851558553	419.0	La Barca	2016.0	8582119.0		68773.0	URB				120000000.0	48000000.0									22000000.0	5900000.0					810000.0				1100000.0					140000000.0	27000000.0														POINT (-102.5263 20.35193)	168000000.0	196810000.0	11499.6083	181240.25279122152	119393.79677872005	107330.47770296138	1476.0558800182919	938.2422919458924	833.3402921468323
325	lamanzanilladelapaz, jalisco	Jalisco	LaManzanilladelaPaz	531082.0		531082.0	120919.36498512086	208.0	318187.36019184557	3045	3253	439106.72517696646	Jalisco	LaManzanilladelaPaz	22.491247271255748	3688.564552485943	134688108.16335514	2.7385970467506337e-05																																																			None					9511.154300857046				
326	lagosdemoreno, jalisco	Jalisco	LagosdeMoreno	17406773.0	306304.0	17100469.0	4526726.572441374	4601.0	4028933.918406029	42363	46964	8555660.490847403	Jalisco	LagosdeMoreno	52.84063750720294	166342.32687267486	2526673707.4774528	6.583451055844704e-05	260.0	Lagos de Moreno	2016.0	8582153.0		168536.0	URB				270000000.0	120000000.0									50000000.0	14000000.0					2000000.0				2500000.0					310000000.0	65000000.0														POINT (-101.90979 21.4573)	390000000.0	443500000.0	25913.705	387511.53460394294	180249.30823287257	229484.330792455	1395.3922436175872	595.57521100465	785.5712866703351
327	mascota, jalisco	Jalisco	Mascota	2233753.0	25987.0	2207766.0			2067.5722594675826	28	28	2067.5722594675826	Jalisco	Mascota	6.520381716727763	14990.357566757128	1852390609.0225215	8.092438761966793e-06																																																			None				49759.16034536172		29467.374756523208			
328	mazamitla, jalisco	Jalisco	Mazamitla	1240394.0		1240394.0	194663.91136996727	53.0	33680.39605141211	334	387	228344.30742137937	Jalisco	Mazamitla	40.90901202691926	14727.244329690933	290949788.7729745	5.061782100547414e-05																																																			None					4638.294875903156				
329	mexticacán, jalisco	Jalisco	Mexticacán	1254681.0	16492.0	1238189.0	27445.850266526988	23.0	23595.039144659	325	348	51040.88941118599	Jalisco	Mexticacán	16.618105665435284	5916.04561689496	288507611.4685118	2.0505682975856765e-05																																																			None				27944.89276460004	1074.292790290092	16548.965495196142			
330	ocotlán, jalisco	Jalisco	Ocotlán	7908317.0	307175.0	7601142.0	3868997.5477424515	3796.0	2172233.8608476557	19318	23114	6041231.408590107	Jalisco	Ocotlán	308.03913572401103	93335.85812437534	243625814.1600659	0.00038311152882613766	339.0	Ocotlán	2016.0	8582163.0		98694.0	URB				180000000.0	94000000.0									32000000.0	12000000.0					1600000.0				1600000.0					200000000.0	52000000.0														POINT (-102.73886 20.3906)	274000000.0	299200000.0	17482.256	175663.5518968355	125705.20448023081	104027.95543330598	904.8105456002676	619.0445242320602	495.0488051044783
331	ojuelosdejalisco, jalisco	Jalisco	OjuelosdeJalisco	3239976.0	13139.0	3226837.0	465738.1788111438	644.0	835926.7747561091	9072	9716	1301664.953567253	Jalisco	OjuelosdeJalisco	21.64666233264428	31366.01372000156	1161108653.776554	2.701384889173145e-05																																																			None				72231.14990650825	27943.857013557943	42775.28697463418			
332	poncitlán, jalisco	Jalisco	Poncitlán	4629716.0	129924.0	4499792.0	1541393.070770731	1181.0	1656128.779551815	16801	17982	3197521.850322546	Jalisco	Poncitlán	91.37558547846554	53637.46867585927	839048300.3160038	6.392655661856206e-05	83.0	Poncitlán	2016.0	8582166.0		52349.0	URB				82000000.0	27000000.0									15000000.0	3300000.0					450000.0				750000.0					94000000.0	15000000.0														POINT (-102.92517 20.35819)	109000000.0	128500000.0	7508.255	102954.11995441584	67716.02300285938	60969.42983700506	1271.2123516638133	801.8876290544124	712.0319546553102
333	puertovallarta, jalisco	Jalisco	PuertoVallarta	14529197.0	260011.0	14269186.0	2124140.87157774	2691.0	3211583.0047917673	32393	35084	5335723.876369508	Jalisco	PuertoVallarta	341.0555453991603	290238.2691346854	683534224.6475656	0.00042461409929302955	593.0	Puerto Vallarta	2016.0	8582167.0		289301.0	URB				510000000.0	520000000.0									94000000.0	64000000.0					8800000.0				4600000.0					580000000.0	290000000.0														POINT (-105.19443 20.69119)	1030000000.0	1041400000.0	60849.002	323440.4738533619	114044.13093270871	191541.4486159609	431.54606192778965	87.42153064845452	214.78157787363693
334	sancristóbaldelabarranca, jalisco	Jalisco	SanCristóbaldelaBarranca	417069.0	1083.0	415986.0	19789.75755824746	40.0	90576.50032045032	1091	1131	110366.25787869777	Jalisco	SanCristóbaldelaBarranca	4.783485419399946	3094.915066351765	524726526.4571568	5.8981486742208e-06																																																			None				9299.444013759961	2415.314181805039	5507.1307449486485			
335	sandiegodealejandría, jalisco	Jalisco	SanDiegodeAlejandría	1506503.0		1506503.0	373162.5663689896	413.0	386427.8535393054	3765	4178	759590.4199082949	Jalisco	SanDiegodeAlejandría	16.404789791747174	7119.678769618273	353535124.1725037	2.013853301360886e-05																																																			None					16070.012473770148				
336	sanignaciocerrogordo, jalisco	Jalisco	SanIgnacioCerroGordo	2988632.0	30985.0	2957647.0	1317983.0011187827	1487.0	1287809.541783222	11683	13170	2605792.5429020044	Jalisco	SanIgnacioCerroGordo	69.0230564857033	19602.548041939735	229070217.96852154	8.557440690362239e-05																																																			None				66583.70683627609	55040.19869747102	39430.871188442696			
337	sanjuandeloslagos, jalisco	Jalisco	SanJuandelosLagos	8602249.0	184796.0	8417453.0	5920749.607311061	4832.0	2023288.7653813257	17324	22156	7944038.372692387	Jalisco	SanJuandelosLagos	69.13477005950692	73351.99103313684	851933669.0237314	8.610058940057405e-05	137.0	San Juan de los Lagos	2016.0	8582173.0		72442.0	URB				110000000.0	78000000.0									21000000.0	9600000.0					1300000.0				1000000.0					130000000.0	43000000.0														POINT (-102.29882 21.26847)	188000000.0	205900000.0	12030.737000000001	191426.1931713028	163353.32623490778	113362.5915960455	1491.1426970043713	1257.7998275160348	842.2747051659886
