	municipality	NAME_x	LABEL_x	FIPSCODE_x	total_area_ghs	nres_area_ghs	res_area_ghs	msft_commercial_bldg_area	msft_commercial_bldg_count	msft_residential_bldg_area	msft_residential_bldg_count	msft_building_count	msft_area_sum	NAME_y	LABEL_y	FIPSCODE_y	avgPOP2015	sumPOP2015	boundary_area	sum_population_density	index_gt	city	year	city_id	total_area	population	city_type	wastewater	railway_length	road_length	RES-electricity	COM-electricity	MUN-electricity	IND-electricity	AFF-electricity	RES-coal	COM-coal	MUN-coal	IND-coal	AFF-coal	RES-natural_gas	COM-natural_gas	MUN-natural_gas	IND-natural_gas	AFF-natural_gas	RES-oil	COM-oil	MUN-oil	IND-oil	AFF-oil	RES-kerosene	COM-kerosene	MUN-kerosene	IND-kerosene	AFF-kerosene	RES-lpg	COM-lpg	MUN-lpg	IND-lpg	AFF-lpg	RES-biomass	COM-biomass	MUN-biomass	IND-biomass	AFF-biomass	RES-district_heating	COM-district_heating	MUN-district_heating	IND-district_heating	AFF-district_heating	gt_point_geometry	res_com_electricity	res_com_non_electricity	res_com_non_electricity_adjusted	bottom_up_emissions_estimate_ghs	bottom_up_emissions_estimate_msft	bottom_up_emissions_estimate_ghs_adjusted	absolute_percent_error_ghs	absolute_percent_error_msft	absolute_percent_error_ghs_adjusted
185	city of madison heights-50560	Madison Heights	City of Madison Heights	50560	4587103.0	1021048.0	3566055.0	1615397.1663728696	893	1385336.3293586953	13239	14132	3000733.4957315647	Madison Heights	City of Madison Heights	50560	1005.066052500407	30151.981575012207	18369610.32534686	0.0016414056172660194	63.0	Madison Heights	2015.0	5000500.0		30088.0	URB				352800000.0	864000000.0		468000000.0							856301544.0	1046590776.0		1046590776.0		8060655.88692	44781421.594		25589383.768																						POINT (-83.1052 42.48587)	1684800000.0	3027914557.24892	157845.1858693862	172942.15928264963	118362.46762498427	102416.34672718511	9.564418027773048	25.013571384478645	35.115951643952805
186	city of coopersville-18020	Coopersville	City of Coopersville	18020	673644.0	87785.0	585859.0	297938.2722737587	199	250774.91929370977	1600	1799	548713.1915674685	Coopersville	City of Coopersville	18020	213.35629595650568	3840.413327217102	12270989.00967699	0.00031296689485978065	347.0	Coopersville	2015.0	4989596.0		4321.0	URB				46800000.0	50400000.0		50400000.0	1044000.0						114173539.2	57086769.6		114173539.2	275919.3864	1010780.658836	2814832.21448		2303044.53912	422224.832172																					POINT (-85.93477 43.06391)	147600000.0	291562505.412436	15199.153407150288	25054.516547541	21657.78300855883	14837.28469945378	64.84152686921598	42.49335096762786	2.380847788050296
187	city of marine city-51600	Marine City	City of Marine City	51600	849688.0	117851.0	731837.0	191651.34907499433	180	221120.95496509486	1727	1907	412772.3040400892	Marine City	City of Marine City	51600	413.8127041310072	3310.5016330480576	7503403.342127294	0.0004412000104621186	313.0	Marine City	2015.0	5000873.0		4126.0	URB				50400000.0	32040000.0		36000000.0	1260000.0						133202462.4	32349169.44		40912184.88	333006.156	1177111.653328	2047150.70144		1535363.02608	511787.67536																					POINT (-82.49213 42.71948)	118440000.0	211223442.100848	11011.078036717205	31641.361663724278	16112.942422228665	18738.014377257514	187.35934445486592	46.33392269584267	70.17420378617155
188	city of monroe-55020	Monroe	City of Monroe	55020	4042326.0	778913.0	3263413.0	1026436.0726415117	640	993469.3822841961	7686	8326	2019905.4549257078	Monroe	City of Monroe	55020	480.95464483561904	20681.04972793162	26493246.89265513	0.0007806158985241307	110.0	Monroe	2015.0	5002344.0		19986.0	URB				226800000.0	295200000.0		169200000.0							580382157.6	352035079.2		371064002.4		5501717.51012	15353630.2608		7037080.5362																						POINT (-83.39771 41.91643)	691200000.0	1331373667.50712	69404.50928714615	151735.93796154924	79337.79366296492	89858.02246082945	118.62547479987877	14.312159941542054	29.4700061764882
189	city of south lyon-75100	South Lyon	City of South Lyon	75100	1289081.0	134489.0	1154592.0	377333.2548690797	382	543732.3931863661	3494	3876	921065.6480554459	South Lyon	City of South Lyon	75100	645.7672768200146	10978.043705940247	9704439.845129266	0.0011312392967689126	136.0	South Lyon	2015.0	5010548.0		11713.0	URB				126000000.0	82800000.0		32400000.0	972000.0						304462771.2	83727262.08		69455569.68	266404.9248	2430991.45796	5501717.51012		2047150.70144	396635.448404																					POINT (-83.65161 42.46059)	241200000.0	467625462.62952	24377.315366876875	47759.29411492512	35676.902837083006	28283.053974858653	95.9169555636095	46.35287889641717	16.022021084769538
190	city of saline-71140	Saline	City of Saline	71140	1475008.0	484485.0	990523.0	644613.4522592595	347	509994.47689313756	3224	3571	1154607.929152397	Saline	City of Saline	71140	474.1103185117245	7585.765096187592	11419434.544071237	0.0006642855271783998	431.0	Saline	2015.0	5008768.0		9151.0	URB				100800000.0	118800000.0		158400000.0							247376001.6	142716924.0		352035079.2		2175097.62028	6397345.942		6397345.942																						POINT (-83.78161 42.16671)	378000000.0	757097794.3042799	39467.50801708211	56472.3993453282	45670.158704358386	33442.95489230336	43.085799389427194	15.71584069759783	15.264589601581225
191	city of trenton-80420	Trenton	City of Trenton	80420	3651638.0	669961.0	2981677.0	545559.0747616054	520	1137846.6235263974	9654	10174	1683405.6982880027	Trenton	City of Trenton	80420	616.512376844883	19728.396059036255	19583028.70087027	0.001007423129505985	331.0	Trenton	2015.0	5012521.0		18253.0	URB				208800000.0	259200000.0		190800000.0							523295388.0	304462771.2		418636310.4		4861982.91592	14074161.0724		7932708.96808																						POINT (-83.17826 42.13949)	658800000.0	1273263322.5563998	66375.21700486512	136884.92628204107	64410.43318175975	81063.25334422471	106.22896987592189	2.9601166094287197	22.128795960520925
192	city of owosso-61940	Owosso	City of Owosso	61940	2091366.0	130150.0	1961216.0	501112.36532582995	350	852249.5177916442	6498	6848	1353361.8831174741	Owosso	City of Owosso	61940	729.7458476016396	13865.171104431152	13915444.880054694	0.0009963871959497608	89.0	Owosso	2015.0	5004792.0		14670.0	URB				172800000.0	205200000.0		126000000.0	504000.0						437665233.6	228347078.4		247376001.6	133202.4624	4094301.40288	11643169.61444		4734035.99708	204715.070144																					POINT (-84.17664 42.9978)	504000000.0	933859820.6144	48682.11244862867	76997.30787852479	52127.33865575821	45597.80572566238	58.16344855572046	7.076985845191255	6.335605765302351
193	city of gaylord-31720	Gaylord	City of Gaylord	31720	1310399.0	377644.0	932755.0	654754.2924028682	458	251040.8464735261	1551	2009	905795.1388763943	Gaylord	City of Gaylord	31720	189.4308010339737	3788.616020679474	13102233.909600643	0.00028915802044286287	261.0	Gaylord	2015.0	4993756.0		3690.0	URB				43200000.0	64800000.0		100800000.0	6840000.0						104659077.6	72309908.16		71358462.0	1807747.704	1023575.35072	3710460.64636		3198672.971	2686885.29564																					POINT (-84.67475 45.02751)	208800000.0	256260156.72808	13358.84197023481	49878.88066123092	36651.11168209534	29538.27312758095	273.3772790513383	174.3584493607953	121.11402465420251
194	city of sturgis-76960	Sturgis	City of Sturgis	76960	1974055.0	405831.0	1568224.0	826810.3141658086	466	564666.8257599211	3867	4333	1391477.1399257297	Sturgis	City of Sturgis	76960	383.34942805234874	10733.783985465765	17539617.2081286	0.0006119736741170882	523.0	Sturgis	2015.0	5011428.0		10879.0	URB				115200000.0	126000000.0		230400000.0	1980000.0						285433848.0	142716924.0		523295388.0	542324.3112	2814832.21448	7292974.37388		8828337.39996	806065.588692																					POINT (-85.41915 41.79922)	471600000.0	970382303.98832	50586.029506911116	74240.16194226527	55315.156790629466	43965.02390220949	46.76020764215642	9.348682491620046	13.088605034314973
195	city of woodhaven-88380	Woodhaven	City of Woodhaven	88380	2533045.0	983783.0	1549262.0	780567.0758282006	424	670902.4355345273	4511	4935	1451469.5113627277	Woodhaven	City of Woodhaven	88380	496.2041963955452	14389.92169547081	16704495.860462433	0.0008614400467798645	233.0	Woodhaven	2015.0	5015456.0		12461.0	URB				136800000.0	176400000.0		129600000.0							333006156.0	209318155.2		285433848.0		3070726.05216	9340125.07532		5373770.59128																						POINT (-83.2416 42.13893)	442800000.0	845542780.9187601	44078.14516929496	97818.25803318503	57248.04406024776	57927.97240725217	121.92008683098052	29.878523337064124	31.42107542130666
196	city of rochester hills-69035	Rochester Hills	City of Rochester Hills	69035	11800657.0	1333421.0	10467236.0	2992825.4029905796	3053	4218069.150680434	21339	24392	7210894.553671014	Rochester Hills	City of Rochester Hills	69035	528.4013589248061	65521.76850667596	85264672.06612195	0.0007684515394120609	203.0	Rochester Hills	2015.0	5007402.0		73422.0	URB				756000000.0	1224000000.0		684000000.0	720000000.0						1902892320.0	1427169240.0		1427169240.0	199803693.6	16633099.4492	67811866.9852		34545668.0868	294277913.332																					POINT (-83.14993 42.65837)	2664000000.0	4876221434.5212	254197.42338159014	437768.1890822261	279523.2945935541	259246.32157449427	72.2158247155273	9.963071566601158	1.9862113965352615
197	city of frankenmuth-30200	Frankenmuth	City of Frankenmuth	30200	1143138.0	165100.0	978038.0	381785.4326338383	399	313797.5593894743	1568	1967	695582.9920233126	Frankenmuth	City of Frankenmuth	30200	312.07560113760144	4056.9828147888184	8190019.087272103	0.0004953569425856004	508.0	Frankenmuth	2015.0	4993321.0		5131.0	URB				61200000.0	140400000.0		19800000.0							152231385.6	171260308.8		40912184.88		1279469.1884	7292974.37388		1663309.94492																						POINT (-83.73802 43.33169)	221400000.0	374639632.7872	19529.964057196732	42605.2266032484	27477.384710944094	25230.815194443698	118.15312346951556	40.69347301649929	29.1902797186471
198	city of east tawas-24420	East Tawas	City of East Tawas	24420	500686.0	9932.0	490754.0	93985.50550199008	115	269882.0520667081	1862	1977	363867.5575686982	East Tawas	City of East Tawas	24420	219.39423103332518	2193.942310333252	7328988.611740155	0.0002993513056929603	346.0	East Tawas	2015.0	4991692.0		2750.0	URB				46800000.0	39600000.0		43200000.0	1440000.0						114173539.2	41863631.04		95144616.0	390092.9256	1113138.193908	2558938.3768		1663309.94492	588555.826664																					POINT (-83.49025 44.27946)	129600000.0	256517172.75562802	13372.240215750888	18316.476412518958	13790.177474882466	10847.017331493726	36.97388109244669	3.125409448143916	18.88406761705308
199	city of detroit-22000	Detroit	City of Detroit	22000	84569969.0	14126211.0	70443758.0	19456599.339852635	13718	27333374.71457229	259191	272909	46789974.05442493	Detroit	City of Detroit	22000	1159.230874682358	665398.5220676735	370628618.112527	0.0017953241858556402	124.0	Detroit	2015.0	4990729.0		672795.0	URB				9000000000.0	6840000000.0		2376000000.0							22834707840.0	7897003128.0		4757230800.0		204715070.144	358251372.752		153536302.608																						POINT (-83.04575 42.33143)	18216000000.0	36205444513.504	1887389.8224889634	3162510.8244309807	1813970.7460691305	1872838.9102280266	67.56002319968395	3.8899794597288184	0.7709542611471771
200	city of manistee-50720	Manistee	City of Manistee	50720	1187725.0	135558.0	1052167.0	287835.9647826538	309	443772.92746338464	3013	3322	731608.8922460384	Manistee	City of Manistee	50720	332.67709290667585	6320.864765226841	11109465.685812118	0.0005689620854852819	36.0	Manistee	2015.0	5000611.0		6057.0	URB				93600000.0	86400000.0		33840000.0	2268000.0						228347078.4	95144616.0		59941108.08	608925.5424	2175097.62028	5117876.7536		1407416.10724	921217.815648																					POINT (-86.32425 44.24445)	213840000.0	392133192.96111995	20441.90334906318	44068.408921616036	28272.830515882262	26097.311763381014	115.57879503248711	38.30820952970585	27.665762418238867
201	city of jonesville-41920	Jonesville	City of Jonesville	41920	523358.0	98771.0	424587.0	171430.78192294895	123	149728.11827327372	1046	1169	321158.9001962227	Jonesville	City of Jonesville	41920	219.04698085784912	1752.375846862793	7307219.583025116	0.00023981431335847814	455.0	Jonesville	2015.0	4997698.0		2215.0	RUR				27000000.0	21240000.0		54000000.0							64698338.88	22834707.84		123688000.8		601350.518548	1279469.1884		2558938.3768																						POINT (-84.6619 41.98421)	102240000.0	215660805.603748	11242.397796123383	19633.72902491988	12659.897779469651	11627.094328557552	74.64004904443078	12.608520077763588	3.4218370441118937
202	city of olivet-60580	Olivet	City of Olivet	60580	177976.0	2259.0	175717.0	58913.34719273691	44	55107.328209677406	367	411	114020.67540241432	Olivet	City of Olivet	60580	389.89212799072266	1559.5685119628906	2646811.4444438373	0.000589225392400627	247.0	Olivet	2015.0	5004454.0		1692.0	RUR				9720000.0	9720000.0		10800000.0	684000.0						23786154.0	11417353.92		23786154.0	180774.7704	243099.145796	550171.751012		460608.907824	281483.221448																					POINT (-84.92415 42.44143)	30240000.0	60243541.724632	3140.495830105066	6503.835868353718	4483.8689135593595	3851.5716012390717	107.09582881809241	42.775827644049144	22.642149826074327
203	city of lake city-44480	Lake City	City of Lake City	44480	106476.0	3101.0	103375.0	57260.6749522194	68	86388.66644340575	560	628	143649.34139562515	Lake City	City of Lake City	44480	195.4145450592041	781.6581802368164	2706880.9787379797	0.00028876710368006144	275.0	Lake City	2015.0	4998533.0		854.0	RUR				14760000.0	6120000.0		2124000.0	1224000.0						38057846.4	6184400.04		4566941.568	333006.156	371046.064636	383840.75652		140741.610724	498992.983476																					POINT (-85.21505 44.33529)	23004000.0	49704816.43988	2591.112081010944	3900.64391262468	5555.401799774295	2309.961325056335	50.53937424053115	114.4022190505479	10.85058257475746
204	city of clare-15920	Clare	City of Clare	15920	739787.0	127230.0	612557.0	257407.56379518838	212	194034.82538869025	1259	1471	451442.3891838786	Clare	City of Clare	15920	217.0847340651921	3039.186276912689	9477501.003201006	0.0003206738016578643	81.0	Clare	2015.0	4988933.0		3071.0	URB				39600000.0	54000000.0		26280000.0	327600.0						89435939.04	59941108.08		47572308.0	88484.49288	844449.664344	2942779.13332		1407416.10724	127946.91884																					POINT (-84.76863 43.81947)	119880000.0	202144000.024904	10537.766721298245	27684.677843667	17886.296423001437	16394.866219019597	162.7186440530377	69.73517156012596	55.581981008208935
205	city of escanaba-26360	Escanaba	City of Escanaba	26360	3320286.0	662061.0	2658225.0	855338.8451776551	602	793614.6026077075	6214	6816	1648953.4477853626	Escanaba	City of Escanaba	26360	226.4799987077713	12229.91993021965	33138007.48436994	0.00036906020785915035	9.0	Escanaba	2015.0	4992232.0		12327.0	URB				162000000.0	284400000.0		140400000.0	43200000.0						399607387.2	323491694.4		294948309.6	11417353.92	3710460.64636	16633099.4492		7932708.96808	17912568.6376																					POINT (-87.06458 45.74525)	586800000.0	1046323660.2636399	54544.85240954355	124755.83080370747	64863.61915340632	73880.40300195556	128.72154803352134	18.9179478686376	35.44890074545134
206	city of grosse pointe-35480	Grosse Pointe	City of Grosse Pointe	35480	934156.0	102127.0	832029.0	137841.2567503512	175	302606.3601073054	2169	2344	440447.61685765657	Grosse Pointe	City of Grosse Pointe	35480	1227.4855651855469	4909.9422607421875	2754664.5613166587	0.0017824102178144556	169.0	Grosse Pointe	2015.0	4994862.0		5187.0	URB				57600000.0	64800000.0		1656000.0							152231385.6	69455569.68		3044627.712		1279469.1884	3838407.5652		204715.070144																						POINT (-82.91186 42.38615)	124056000.0	230054174.815744	11992.724133144735	34635.40060110156	16825.35684240341	20511.084235972343	188.80344629439463	40.29637183017117	71.02940089554049
207	city of flint-29000	Flint	City of Flint	29000	15096535.0	2446130.0	12650405.0	3697468.6499113725	2146	5049742.394585764	47495	49641	8747211.044497136	Flint	City of Flint	29000	707.0954675162938	99700.46091979742	88383015.32484756	0.0011280500054603605	286.0	Flint	2015.0	4992982.0		97386.0	URB				1440000000.0	1368000000.0		147600000.0	4320000.0						3615495408.0	1617458472.0		285433848.0	1141735.392	34545668.0868	71650274.5504		12410851.12748	1663309.94492																					POINT (-83.68746 43.01253)	2955600000.0	5636994521.76468	293856.52441959275	564121.0488328974	339446.9383420081	334072.4851188418	91.97159224118452	15.514514783179553	13.685576925229459
208	city of lathrup village-46320	Lathrup Village	City of Lathrup Village	46320	509570.0	16691.0	492879.0	116958.81390477871	172	320540.89757844	1533	1705	437499.71148321877	Lathrup Village	City of Lathrup Village	46320	638.4482574462891	2553.7930297851562	3908921.38132738	0.0006533242244227349	48.0	Lathrup Village	2015.0	4998900.0		4119.0	URB				46800000.0	129600000.0		3204000.0							123688000.8	152231385.6		3996073.872		1100343.502024	6781186.69852		831654.97246																						POINT (-83.22271 42.49642)	179604000.0	288628645.4450039	15046.211287048054	18677.810050759075	16602.58027823847	11060.999112059524	24.13630045749219	10.343926198418844	26.486482869073125
209	city of lapeer-46040	Lapeer	City of Lapeer	46040	1990285.0	498750.0	1491535.0	732274.4347153938	462	406768.9419919868	2738	3200	1139043.3767073806	Lapeer	City of Lapeer	46040	321.9455557928003	9336.421117991209	19601143.793525245	0.00047632021969428465	70.0	Lapeer	2015.0	4998842.0		8748.0	URB				93600000.0	115200000.0		100800000.0							218832616.8	133202462.4		228347078.4		1919203.7826	6653239.77968		4222248.32172																						POINT (-83.31883 43.05142)	309600000.0	593176849.484	30922.309163600916	75344.972520753	45586.29714285429	44619.29272678992	143.65894578611426	47.42203404561571	44.294827694536856
210	city of kalamazoo-42160	Kalamazoo	City of Kalamazoo	42160	10739189.0	1914972.0	8824217.0	3219871.372896951	2319	2580803.7969661946	22049	24368	5800675.169863146	Kalamazoo	City of Kalamazoo	42160	737.5136851618223	78913.96431231499	64838007.87581879	0.0012170942152241202	305.0	Kalamazoo	2015.0	4997787.0		75984.0	URB				720000000.0	1512000000.0		720000000.0	1548000.0						1712603088.0	1807747704.0		1522313856.0	409121.8488	16633099.4492	79327089.6808		31986729.71	626939.902316																					POINT (-85.58723 42.29171)	2952000000.0	5170611566.84	269543.9809793692	402262.7376346815	229341.1124966179	238219.99322725838	49.23825647046096	14.915142358837691	11.621104518193022
